"","X","acne","treatment","color"
"9239",9239,0,"jellybean","peach"
"6934",6934,0,"placebo","lilac"
"8089",8089,0,"jellybean","red"
"3418",3418,0,"placebo","green"
"1931",1931,0,"jellybean","blue"
"4000",4000,0,"placebo","turquoise"
"9379",9379,0,"jellybean","peach"
"4823",4823,0,"jellybean","yellow"
"8369",8369,0,"jellybean","red"
"5920",5920,0,"placebo","tan"
"5249",5249,0,"jellybean","grey"
"3715",3715,0,"jellybean","turquoise"
"7195",7195,0,"jellybean","mauve"
"3065",3065,0,"jellybean","green"
"946",946,0,"placebo","brown"
"2438",2438,0,"placebo","teal"
"2895",2895,0,"jellybean","salmon"
"6793",6793,0,"jellybean","lilac"
"1350",1350,0,"placebo","pink"
"2985",2985,0,"jellybean","salmon"
"8617",8617,0,"jellybean","black"
"6312",6312,0,"placebo","cyan"
"6131",6131,0,"jellybean","cyan"
"4670",4670,0,"placebo","yellow"
"2949",2949,0,"jellybean","salmon"
"2815",2815,1,"jellybean","salmon"
"8472",8472,0,"placebo","red"
"987",987,0,"jellybean","brown"
"767",767,0,"jellybean","brown"
"7622",7622,1,"placebo","beige"
"9441",9441,0,"jellybean","peach"
"7541",7541,0,"jellybean","beige"
"8568",8568,0,"placebo","black"
"8114",8114,0,"placebo","red"
"1560",1560,1,"placebo","blue"
"5392",5392,0,"placebo","grey"
"5783",5783,0,"jellybean","tan"
"942",942,0,"placebo","brown"
"1225",1225,1,"jellybean","pink"
"1699",1699,0,"jellybean","blue"
"7152",7152,0,"placebo","mauve"
"1259",1259,1,"jellybean","pink"
"1660",1660,0,"placebo","blue"
"4163",4163,0,"jellybean","magenta"
"9381",9381,0,"jellybean","peach"
"1729",1729,0,"jellybean","blue"
"2451",2451,1,"jellybean","teal"
"8523",8523,1,"jellybean","black"
"2196",2196,0,"placebo","teal"
"3291",3291,0,"jellybean","green"
"7829",7829,0,"jellybean","beige"
"8999",8999,0,"jellybean","black"
"2494",2494,1,"placebo","teal"
"5946",5946,0,"placebo","tan"
"1269",1269,0,"jellybean","pink"
"1712",1712,0,"placebo","blue"
"8101",8101,0,"jellybean","red"
"1710",1710,0,"placebo","blue"
"3936",3936,1,"placebo","turquoise"
"563",563,0,"jellybean","brown"
"9495",9495,0,"jellybean","peach"
"1264",1264,0,"placebo","pink"
"2244",2244,1,"placebo","teal"
"4815",4815,0,"jellybean","yellow"
"2677",2677,0,"jellybean","salmon"
"2189",2189,0,"jellybean","teal"
"6597",6597,0,"jellybean","lilac"
"3161",3161,0,"jellybean","green"
"8394",8394,0,"placebo","red"
"7573",7573,0,"jellybean","beige"
"3248",3248,0,"placebo","green"
"4567",4567,0,"jellybean","yellow"
"1274",1274,0,"placebo","pink"
"3105",3105,0,"jellybean","green"
"8612",8612,0,"placebo","black"
"478",478,0,"placebo","purple"
"2344",2344,1,"placebo","teal"
"4967",4967,0,"jellybean","yellow"
"5709",5709,1,"jellybean","tan"
"3701",3701,0,"jellybean","turquoise"
"3524",3524,0,"placebo","turquoise"
"7871",7871,0,"jellybean","beige"
"2602",2602,0,"placebo","salmon"
"5148",5148,0,"placebo","grey"
"5822",5822,0,"placebo","tan"
"1627",1627,0,"jellybean","blue"
"6739",6739,0,"jellybean","lilac"
"6321",6321,0,"jellybean","cyan"
"861",861,0,"jellybean","brown"
"8943",8943,0,"jellybean","black"
"4986",4986,0,"placebo","yellow"
"9397",9397,0,"jellybean","peach"
"1016",1016,0,"placebo","pink"
"1441",1441,0,"jellybean","pink"
"4620",4620,1,"placebo","yellow"
"6559",6559,0,"jellybean","lilac"
"6556",6556,0,"placebo","lilac"
"7624",7624,0,"placebo","beige"
"5505",5505,1,"jellybean","tan"
"8594",8594,0,"placebo","black"
"7475",7475,0,"jellybean","mauve"
"3592",3592,0,"placebo","turquoise"
"1475",1475,0,"jellybean","pink"
"8607",8607,0,"jellybean","black"
"5824",5824,1,"placebo","tan"
"287",287,0,"jellybean","purple"
"3322",3322,0,"placebo","green"
"1708",1708,0,"placebo","blue"
"2251",2251,1,"jellybean","teal"
"9195",9195,1,"jellybean","peach"
"1417",1417,0,"jellybean","pink"
"4939",4939,0,"jellybean","yellow"
"2794",2794,0,"placebo","salmon"
"5140",5140,0,"placebo","grey"
"1160",1160,0,"placebo","pink"
"7055",7055,0,"jellybean","mauve"
"7736",7736,0,"placebo","beige"
"4361",4361,1,"jellybean","magenta"
"3917",3917,0,"jellybean","turquoise"
"4276",4276,0,"placebo","magenta"
"5185",5185,1,"jellybean","grey"
"1451",1451,0,"jellybean","pink"
"8266",8266,0,"placebo","red"
"5453",5453,0,"jellybean","grey"
"975",975,0,"jellybean","brown"
"8604",8604,0,"placebo","black"
"6142",6142,0,"placebo","cyan"
"3940",3940,0,"placebo","turquoise"
"961",961,0,"jellybean","brown"
"2805",2805,0,"jellybean","salmon"
"3809",3809,0,"jellybean","turquoise"
"6487",6487,0,"jellybean","cyan"
"51",51,0,"jellybean","purple"
"9406",9406,0,"placebo","peach"
"2872",2872,0,"placebo","salmon"
"1432",1432,0,"placebo","pink"
"379",379,0,"jellybean","purple"
"4186",4186,0,"placebo","magenta"
"4124",4124,0,"placebo","magenta"
"1271",1271,0,"jellybean","pink"
"6971",6971,0,"jellybean","lilac"
"4729",4729,0,"jellybean","yellow"
"2011",2011,1,"jellybean","teal"
"7125",7125,1,"jellybean","mauve"
"423",423,0,"jellybean","purple"
"5715",5715,0,"jellybean","tan"
"8042",8042,1,"placebo","red"
"4909",4909,0,"jellybean","yellow"
"364",364,0,"placebo","purple"
"8708",8708,0,"placebo","black"
"9208",9208,0,"placebo","peach"
"1124",1124,0,"placebo","pink"
"22",22,0,"placebo","purple"
"8135",8135,0,"jellybean","red"
"2580",2580,0,"placebo","salmon"
"4147",4147,0,"jellybean","magenta"
"1032",1032,0,"placebo","pink"
"4234",4234,1,"placebo","magenta"
"7813",7813,0,"jellybean","beige"
"9765",9765,0,"jellybean","orange"
"1213",1213,0,"jellybean","pink"
"639",639,1,"jellybean","brown"
"9454",9454,1,"placebo","peach"
"510",510,0,"placebo","brown"
"7910",7910,0,"placebo","beige"
"9872",9872,0,"placebo","orange"
"8970",8970,0,"placebo","black"
"3407",3407,1,"jellybean","green"
"6329",6329,0,"jellybean","cyan"
"9270",9270,0,"placebo","peach"
"7257",7257,0,"jellybean","mauve"
"5331",5331,0,"jellybean","grey"
"6664",6664,0,"placebo","lilac"
"810",810,0,"placebo","brown"
"6929",6929,0,"jellybean","lilac"
"7720",7720,0,"placebo","beige"
"9334",9334,0,"placebo","peach"
"2001",2001,0,"jellybean","teal"
"7770",7770,0,"placebo","beige"
"4638",4638,0,"placebo","yellow"
"3570",3570,0,"placebo","turquoise"
"7571",7571,0,"jellybean","beige"
"5105",5105,1,"jellybean","grey"
"3562",3562,0,"placebo","turquoise"
"7456",7456,0,"placebo","mauve"
"4880",4880,0,"placebo","yellow"
"6406",6406,0,"placebo","cyan"
"4377",4377,0,"jellybean","magenta"
"4886",4886,0,"placebo","yellow"
"8102",8102,1,"placebo","red"
"7210",7210,0,"placebo","mauve"
"945",945,0,"jellybean","brown"
"8103",8103,0,"jellybean","red"
"4046",4046,0,"placebo","magenta"
"4613",4613,1,"jellybean","yellow"
"845",845,0,"jellybean","brown"
"2032",2032,0,"placebo","teal"
"9751",9751,0,"jellybean","orange"
"2338",2338,1,"placebo","teal"
"9723",9723,0,"jellybean","orange"
"793",793,0,"jellybean","brown"
"307",307,0,"jellybean","purple"
"297",297,1,"jellybean","purple"
"7424",7424,1,"placebo","mauve"
"127",127,0,"jellybean","purple"
"3126",3126,1,"placebo","green"
"5201",5201,1,"jellybean","grey"
"8541",8541,0,"jellybean","black"
"6081",6081,0,"jellybean","cyan"
"7300",7300,0,"placebo","mauve"
"4208",4208,1,"placebo","magenta"
"8251",8251,0,"jellybean","red"
"4217",4217,0,"jellybean","magenta"
"2552",2552,0,"placebo","salmon"
"2225",2225,1,"jellybean","teal"
"2887",2887,0,"jellybean","salmon"
"3491",3491,0,"jellybean","green"
"5987",5987,0,"jellybean","tan"
"8105",8105,0,"jellybean","red"
"415",415,0,"jellybean","purple"
"9946",9946,0,"placebo","orange"
"7201",7201,0,"jellybean","mauve"
"5298",5298,0,"placebo","grey"
"1920",1920,0,"placebo","blue"
"6331",6331,0,"jellybean","cyan"
"3632",3632,0,"placebo","turquoise"
"1772",1772,0,"placebo","blue"
"8968",8968,0,"placebo","black"
"1334",1334,0,"placebo","pink"
"683",683,1,"jellybean","brown"
"7817",7817,1,"jellybean","beige"
"2966",2966,0,"placebo","salmon"
"688",688,0,"placebo","brown"
"6676",6676,0,"placebo","lilac"
"4844",4844,0,"placebo","yellow"
"1173",1173,0,"jellybean","pink"
"1842",1842,0,"placebo","blue"
"3582",3582,0,"placebo","turquoise"
"3109",3109,1,"jellybean","green"
"4892",4892,0,"placebo","yellow"
"2161",2161,1,"jellybean","teal"
"5660",5660,0,"placebo","tan"
"9448",9448,0,"placebo","peach"
"9054",9054,0,"placebo","peach"
"4244",4244,0,"placebo","magenta"
"9836",9836,0,"placebo","orange"
"4591",4591,0,"jellybean","yellow"
"7066",7066,0,"placebo","mauve"
"8339",8339,1,"jellybean","red"
"6959",6959,1,"jellybean","lilac"
"6762",6762,0,"placebo","lilac"
"5716",5716,0,"placebo","tan"
"3872",3872,1,"placebo","turquoise"
"9638",9638,0,"placebo","orange"
"3962",3962,0,"placebo","turquoise"
"7690",7690,0,"placebo","beige"
"5039",5039,0,"jellybean","grey"
"847",847,1,"jellybean","brown"
"4372",4372,0,"placebo","magenta"
"803",803,0,"jellybean","brown"
"2450",2450,0,"placebo","teal"
"1253",1253,0,"jellybean","pink"
"9222",9222,0,"placebo","peach"
"8189",8189,0,"jellybean","red"
"9900",9900,1,"placebo","orange"
"2986",2986,1,"placebo","salmon"
"4581",4581,0,"jellybean","yellow"
"2236",2236,0,"placebo","teal"
"4134",4134,1,"placebo","magenta"
"2953",2953,1,"jellybean","salmon"
"1446",1446,0,"placebo","pink"
"6673",6673,0,"jellybean","lilac"
"2655",2655,0,"jellybean","salmon"
"3881",3881,1,"jellybean","turquoise"
"455",455,0,"jellybean","purple"
"5753",5753,0,"jellybean","tan"
"5339",5339,0,"jellybean","grey"
"9862",9862,1,"placebo","orange"
"3310",3310,0,"placebo","green"
"834",834,0,"placebo","brown"
"2297",2297,0,"jellybean","teal"
"1871",1871,0,"jellybean","blue"
"8060",8060,0,"placebo","red"
"1235",1235,0,"jellybean","pink"
"9685",9685,0,"jellybean","orange"
"2536",2536,0,"placebo","salmon"
"8180",8180,1,"placebo","red"
"2834",2834,1,"placebo","salmon"
"3946",3946,0,"placebo","turquoise"
"5007",5007,0,"jellybean","grey"
"8156",8156,0,"placebo","red"
"3850",3850,1,"placebo","turquoise"
"1216",1216,1,"placebo","pink"
"3488",3488,1,"placebo","green"
"5352",5352,0,"placebo","grey"
"7333",7333,0,"jellybean","mauve"
"5751",5751,0,"jellybean","tan"
"6354",6354,1,"placebo","cyan"
"3730",3730,0,"placebo","turquoise"
"4012",4012,1,"placebo","magenta"
"150",150,0,"placebo","purple"
"1092",1092,0,"placebo","pink"
"1618",1618,0,"placebo","blue"
"3674",3674,1,"placebo","turquoise"
"3108",3108,0,"placebo","green"
"6738",6738,0,"placebo","lilac"
"8179",8179,1,"jellybean","red"
"3648",3648,0,"placebo","turquoise"
"8812",8812,0,"placebo","black"
"8567",8567,0,"jellybean","black"
"9903",9903,0,"jellybean","orange"
"2572",2572,0,"placebo","salmon"
"9385",9385,1,"jellybean","peach"
"833",833,0,"jellybean","brown"
"5014",5014,1,"placebo","grey"
"3326",3326,0,"placebo","green"
"2083",2083,0,"jellybean","teal"
"6665",6665,0,"jellybean","lilac"
"361",361,0,"jellybean","purple"
"9940",9940,0,"placebo","orange"
"4067",4067,0,"jellybean","magenta"
"1456",1456,0,"placebo","pink"
"831",831,0,"jellybean","brown"
"9923",9923,1,"jellybean","orange"
"4092",4092,0,"placebo","magenta"
"9531",9531,0,"jellybean","orange"
"8425",8425,1,"jellybean","red"
"2202",2202,0,"placebo","teal"
"1027",1027,0,"jellybean","pink"
"6693",6693,0,"jellybean","lilac"
"2585",2585,0,"jellybean","salmon"
"9845",9845,0,"jellybean","orange"
"4486",4486,0,"placebo","magenta"
"8043",8043,0,"jellybean","red"
"4600",4600,0,"placebo","yellow"
"2962",2962,0,"placebo","salmon"
"6765",6765,0,"jellybean","lilac"
"5880",5880,0,"placebo","tan"
"8775",8775,0,"jellybean","black"
"8644",8644,1,"placebo","black"
"1485",1485,1,"jellybean","pink"
"4634",4634,0,"placebo","yellow"
"1774",1774,0,"placebo","blue"
"6897",6897,0,"jellybean","lilac"
"7123",7123,0,"jellybean","mauve"
"7407",7407,0,"jellybean","mauve"
"5948",5948,0,"placebo","tan"
"1527",1527,0,"jellybean","blue"
"9554",9554,1,"placebo","orange"
"7908",7908,0,"placebo","beige"
"6996",6996,0,"placebo","lilac"
"950",950,0,"placebo","brown"
"7418",7418,0,"placebo","mauve"
"2285",2285,0,"jellybean","teal"
"9689",9689,0,"jellybean","orange"
"8181",8181,0,"jellybean","red"
"2911",2911,0,"jellybean","salmon"
"532",532,0,"placebo","brown"
"3306",3306,0,"placebo","green"
"7419",7419,0,"jellybean","mauve"
"9614",9614,0,"placebo","orange"
"2600",2600,0,"placebo","salmon"
"8519",8519,0,"jellybean","black"
"9464",9464,1,"placebo","peach"
"8844",8844,0,"placebo","black"
"1649",1649,0,"jellybean","blue"
"3318",3318,0,"placebo","green"
"3107",3107,1,"jellybean","green"
"5873",5873,0,"jellybean","tan"
"9997",9997,1,"jellybean","orange"
"5449",5449,0,"jellybean","grey"
"1036",1036,0,"placebo","pink"
"4826",4826,0,"placebo","yellow"
"9756",9756,1,"placebo","orange"
"9936",9936,0,"placebo","orange"
"8732",8732,0,"placebo","black"
"9532",9532,0,"placebo","orange"
"290",290,0,"placebo","purple"
"2173",2173,0,"jellybean","teal"
"6671",6671,0,"jellybean","lilac"
"7877",7877,0,"jellybean","beige"
"4110",4110,1,"placebo","magenta"
"7623",7623,0,"jellybean","beige"
"4044",4044,0,"placebo","magenta"
"4459",4459,0,"jellybean","magenta"
"1785",1785,0,"jellybean","blue"
"8274",8274,0,"placebo","red"
"6629",6629,0,"jellybean","lilac"
"8360",8360,0,"placebo","red"
"2981",2981,0,"jellybean","salmon"
"3258",3258,1,"placebo","green"
"8589",8589,1,"jellybean","black"
"6086",6086,0,"placebo","cyan"
"1938",1938,1,"placebo","blue"
"7357",7357,0,"jellybean","mauve"
"7360",7360,0,"placebo","mauve"
"4120",4120,1,"placebo","magenta"
"7684",7684,0,"placebo","beige"
"3599",3599,0,"jellybean","turquoise"
"6579",6579,0,"jellybean","lilac"
"4050",4050,1,"placebo","magenta"
"7970",7970,0,"placebo","beige"
"672",672,0,"placebo","brown"
"6453",6453,1,"jellybean","cyan"
"1252",1252,0,"placebo","pink"
"3616",3616,0,"placebo","turquoise"
"7299",7299,0,"jellybean","mauve"
"3503",3503,1,"jellybean","turquoise"
"4891",4891,1,"jellybean","yellow"
"908",908,1,"placebo","brown"
"8782",8782,0,"placebo","black"
"4664",4664,0,"placebo","yellow"
"7207",7207,0,"jellybean","mauve"
"2094",2094,0,"placebo","teal"
"743",743,0,"jellybean","brown"
"4014",4014,0,"placebo","magenta"
"3702",3702,0,"placebo","turquoise"
"1105",1105,1,"jellybean","pink"
"8880",8880,0,"placebo","black"
"4288",4288,0,"placebo","magenta"
"8737",8737,0,"jellybean","black"
"4351",4351,0,"jellybean","magenta"
"991",991,0,"jellybean","brown"
"1665",1665,0,"jellybean","blue"
"6572",6572,0,"placebo","lilac"
"7748",7748,0,"placebo","beige"
"3235",3235,1,"jellybean","green"
"2010",2010,0,"placebo","teal"
"7569",7569,0,"jellybean","beige"
"8912",8912,0,"placebo","black"
"1491",1491,0,"jellybean","pink"
"295",295,0,"jellybean","purple"
"5388",5388,0,"placebo","grey"
"4496",4496,0,"placebo","magenta"
"5111",5111,0,"jellybean","grey"
"1001",1001,0,"jellybean","pink"
"5750",5750,0,"placebo","tan"
"2952",2952,0,"placebo","salmon"
"6251",6251,0,"jellybean","cyan"
"2472",2472,0,"placebo","teal"
"630",630,0,"placebo","brown"
"1333",1333,0,"jellybean","pink"
"7644",7644,0,"placebo","beige"
"3447",3447,0,"jellybean","green"
"7805",7805,1,"jellybean","beige"
"8677",8677,0,"jellybean","black"
"3957",3957,0,"jellybean","turquoise"
"7259",7259,0,"jellybean","mauve"
"3218",3218,0,"placebo","green"
"1369",1369,0,"jellybean","pink"
"5954",5954,0,"placebo","tan"
"7652",7652,0,"placebo","beige"
"4489",4489,0,"jellybean","magenta"
"1747",1747,1,"jellybean","blue"
"5475",5475,1,"jellybean","grey"
"3873",3873,0,"jellybean","turquoise"
"2300",2300,1,"placebo","teal"
"4375",4375,1,"jellybean","magenta"
"5881",5881,0,"jellybean","tan"
"8946",8946,0,"placebo","black"
"9490",9490,1,"placebo","peach"
"2063",2063,0,"jellybean","teal"
"9056",9056,1,"placebo","peach"
"9205",9205,0,"jellybean","peach"
"2125",2125,1,"jellybean","teal"
"8346",8346,0,"placebo","red"
"8635",8635,0,"jellybean","black"
"4603",4603,0,"jellybean","yellow"
"9798",9798,0,"placebo","orange"
"2896",2896,0,"placebo","salmon"
"6784",6784,1,"placebo","lilac"
"153",153,0,"jellybean","purple"
"7272",7272,1,"placebo","mauve"
"7158",7158,0,"placebo","mauve"
"1981",1981,0,"jellybean","blue"
"230",230,1,"placebo","purple"
"1823",1823,0,"jellybean","blue"
"4767",4767,1,"jellybean","yellow"
"5679",5679,0,"jellybean","tan"
"4578",4578,0,"placebo","yellow"
"5936",5936,1,"placebo","tan"
"8852",8852,0,"placebo","black"
"531",531,1,"jellybean","brown"
"6139",6139,0,"jellybean","cyan"
"9314",9314,0,"placebo","peach"
"306",306,0,"placebo","purple"
"4348",4348,0,"placebo","magenta"
"8798",8798,0,"placebo","black"
"495",495,0,"jellybean","purple"
"6735",6735,0,"jellybean","lilac"
"5860",5860,1,"placebo","tan"
"5248",5248,0,"placebo","grey"
"2755",2755,0,"jellybean","salmon"
"4641",4641,0,"jellybean","yellow"
"3396",3396,1,"placebo","green"
"3637",3637,0,"jellybean","turquoise"
"8401",8401,0,"jellybean","red"
"120",120,0,"placebo","purple"
"9137",9137,0,"jellybean","peach"
"3492",3492,0,"placebo","green"
"6051",6051,0,"jellybean","cyan"
"8683",8683,0,"jellybean","black"
"7182",7182,0,"placebo","mauve"
"6647",6647,0,"jellybean","lilac"
"1215",1215,0,"jellybean","pink"
"8634",8634,0,"placebo","black"
"5423",5423,0,"jellybean","grey"
"5000",5000,0,"placebo","yellow"
"1826",1826,1,"placebo","blue"
"4518",4518,0,"placebo","yellow"
"8998",8998,1,"placebo","black"
"2199",2199,0,"jellybean","teal"
"1921",1921,0,"jellybean","blue"
"4504",4504,0,"placebo","yellow"
"9039",9039,0,"jellybean","peach"
"4279",4279,0,"jellybean","magenta"
"6695",6695,0,"jellybean","lilac"
"6317",6317,0,"jellybean","cyan"
"1900",1900,0,"placebo","blue"
"9637",9637,1,"jellybean","orange"
"3781",3781,0,"jellybean","turquoise"
"7136",7136,1,"placebo","mauve"
"1518",1518,0,"placebo","blue"
"1731",1731,1,"jellybean","blue"
"592",592,0,"placebo","brown"
"749",749,0,"jellybean","brown"
"3692",3692,0,"placebo","turquoise"
"159",159,0,"jellybean","purple"
"2070",2070,1,"placebo","teal"
"1535",1535,0,"jellybean","blue"
"7656",7656,0,"placebo","beige"
"317",317,1,"jellybean","purple"
"2846",2846,0,"placebo","salmon"
"8239",8239,0,"jellybean","red"
"3284",3284,0,"placebo","green"
"538",538,1,"placebo","brown"
"4984",4984,0,"placebo","yellow"
"850",850,0,"placebo","brown"
"3460",3460,0,"placebo","green"
"9357",9357,0,"jellybean","peach"
"9563",9563,0,"jellybean","orange"
"4072",4072,0,"placebo","magenta"
"4391",4391,1,"jellybean","magenta"
"9536",9536,0,"placebo","orange"
"4159",4159,0,"jellybean","magenta"
"6877",6877,0,"jellybean","lilac"
"4876",4876,0,"placebo","yellow"
"4907",4907,0,"jellybean","yellow"
"9229",9229,0,"jellybean","peach"
"4140",4140,1,"placebo","magenta"
"2674",2674,0,"placebo","salmon"
"5165",5165,0,"jellybean","grey"
"6091",6091,0,"jellybean","cyan"
"3842",3842,0,"placebo","turquoise"
"5720",5720,0,"placebo","tan"
"4865",4865,0,"jellybean","yellow"
"1131",1131,0,"jellybean","pink"
"243",243,0,"jellybean","purple"
"2801",2801,0,"jellybean","salmon"
"7065",7065,1,"jellybean","mauve"
"2158",2158,1,"placebo","teal"
"1743",1743,0,"jellybean","blue"
"2842",2842,0,"placebo","salmon"
"8652",8652,0,"placebo","black"
"8361",8361,0,"jellybean","red"
"922",922,0,"placebo","brown"
"7964",7964,0,"placebo","beige"
"7709",7709,0,"jellybean","beige"
"6335",6335,0,"jellybean","cyan"
"8384",8384,0,"placebo","red"
"2502",2502,0,"placebo","salmon"
"5543",5543,0,"jellybean","tan"
"6707",6707,0,"jellybean","lilac"
"1588",1588,0,"placebo","blue"
"8712",8712,0,"placebo","black"
