"","parole","anniparole","personeparole","personeparoleita","votoparole","votoparoleita"
"57372","vita","2004","297","2","7.1","2.57713189778319"
"57373","morte","2004","297","2","7.1","2.57713189778319"
"57374","azienda","2004","297","2","7.1","2.57713189778319"
"57375","innamorata","1913","112","2","5.7","2.57713189778319"
"57376","futuro","1913","112","2","5.7","2.57713189778319"
"57377","giovane","1913","112","2","5.7","2.57713189778319"
"57378","barca","2004","112","2","5.7","2.57713189778319"
"57379","vita","2004","112","2","5.7","2.57713189778319"
"57380","morte","2004","112","2","5.7","2.57713189778319"
"57381","football","2002","21564","20","5.8","2.57718601206222"
"57382","amore","2002","21564","20","5.8","2.57718601206222"
"57383","vita","2002","21564","20","5.8","2.57718601206222"
"57384","vita","2001","112","2","5.7","2.57713189778319"
"57385","ombra","2001","112","2","5.7","2.57713189778319"
"57386","innamorata","2001","303","2","8","2.57713189778319"
"57387","luce","2001","303","2","8","2.57713189778319"
"57388","vita","2001","13466","4","7.8","2.57715426938948"
"57389","passato","2001","13466","4","7.8","2.57715426938948"
"57390","danza","2001","13466","4","7.8","2.57715426938948"
"57391","vecchio","2001","13466","4","7.8","2.57715426938948"
"57392","gang","2002","93","2","5.5","2.57713189778319"
"57393","uomini","2002","12379","25","7.3","2.57719130250767"
"57394","vita","2002","12379","25","7.3","2.57719130250767"
"57395","morte","2002","12379","25","7.3","2.57719130250767"
"57396","giovane","2002","12379","25","7.3","2.57719130250767"
"57397","sconosciuto","1997","822","2","6.9","2.57713189778319"
"57398","danza","1997","822","2","6.9","2.57713189778319"
"57399","banca","2004","8","1","8","2.57726007829859"
"57400","vita","1937","1479","2","7.4","2.57713189778319"
"57401","amore","2004","986","2","5.4","2.57713189778319"
"57402","morte","2004","986","2","5.4","2.57713189778319"
"57403","droga","2004","986","2","5.4","2.57713189778319"
"57404","innamorato","2004","2668","2","7.1","2.57713189778319"
"57405","viaggi","2004","2668","2","7.1","2.57713189778319"
"57406","danza","2004","2668","2","7.1","2.57713189778319"
"57407","arma","2004","7602","2","7.9","2.57713189778319"
"57408","azioni","2004","7602","2","7.9","2.57713189778319"
"57409","innamorato","2003","2547","2","7","2.57713189778319"
"57410","vita","2003","2547","2","7","2.57713189778319"
"57411","futuro","2003","2547","2","7","2.57713189778319"
"57412","felicità","2004","32424","16","6.1","2.57714368849857"
"57413","vita","2004","32424","16","6.1","2.57714368849857"
"57414","morte","2004","32424","16","6.1","2.57714368849857"
"57415","danza","2004","32424","16","6.1","2.57714368849857"
"57416","donne","2004","1100","2","5.7","2.57707491270765"
"57417","giovane","2004","1100","2","5.7","2.57707491270765"
"57418","vita","2004","22984","2","5.5","2.57713189778319"
"57419","campagna","2004","27","2","4","2.57713189778319"
"57420","innamorata","2003","1275","4","5.6","2.57720717384404"
"57421","vita","2004","3330","2","4.6","2.57710136493493"
"57422","danza","2004","3330","2","4.6","2.57710136493493"
"57423","innamorato","2004","112","2","5.7","2.57713189778319"
"57424","calcio","2004","112","1","5.7","2.57726007829859"
"57425","squadra","2004","112","1","5.7","2.57726007829859"
"57426","viaggi","2004","112","1","5.7","2.57726007829859"
"57427","mare","2004","112","1","5.7","2.57726007829859"
"57428","ricco","2004","112","1","5.7","2.57726007829859"
"57429","amore","2004","553","2","8.1","2.57713189778319"
"57430","vita","2004","553","2","8.1","2.57713189778319"
"57431","battaglia","1999","112","7","5.7","2.57724420696223"
"57432","donne","1999","112","7","5.7","2.57724420696223"
"57433","amore","1999","112","7","5.7","2.57724420696223"
"57434","banda","1998","10555","1","6.9","2.57726007829859"
"57435","giovane","1998","10555","1","6.9","2.57726007829859"
"57436","droga","1998","10555","1","6.9","2.57726007829859"
"57437","impresa","2002","60","1","6.5","2.57726007829859"
"57438","barca","2004","486","2","6.9","2.57713189778319"
"57439","amore","2004","112","2","5.7","2.57726007829859"
"57440","innamorato","2004","112","2","5.7","2.57726007829859"
"57441","innamorata","2004","112","2","5.7","2.57726007829859"
"57442","vita","2004","112","2","5.7","2.57726007829859"
"57443","giovane","2004","112","2","5.7","2.57726007829859"
"57444","morte","2004","6833","2","5.3","2.57715426938948"
"57445","arma","2004","6833","2","5.3","2.57715426938948"
"57446","zombie","2003","34283","3","2","2.57719130250767"
"57447","omicidio","2004","3131","5","5.3","2.57715426938948"
"57448","giovane","2004","3131","5","5.3","2.57715426938948"
"57449","vita","2004","13","1","7.8","2.57726007829859"
"57450","omicidio","2004","13","1","7.8","2.57726007829859"
"57451","amore","2003","4178","1","5.8","2.57726007829859"
"57452","innamorato","2003","4178","1","5.8","2.57726007829859"
"57453","squadra","2003","4178","1","5.8","2.57726007829859"
"57454","macchine","2003","4178","1","5.8","2.57726007829859"
"57455","passato","2004","4089","6","5","2.57710136493493"
"57456","uomini","2003","661","2","6.9","2.57713189778319"
"57457","storia","2003","661","2","6.9","2.57713189778319"
"57458","vita","2003","661","2","6.9","2.57713189778319"
"57459","guerra","2004","162","2","7.4","2.57723362607132"
"57460","amore","2005","75","2","6.7","2.57715426938948"
"57461","passato","2005","75","2","6.7","2.57715426938948"
"57462","passato","2004","49414","5","7.2","2.5771754311713"
"57463","oscuro","2004","49414","5","7.2","2.5771754311713"
"57464","colpevole","2003","2275","1","5.9","2.57720717384404"
"57465","squadra","2003","2275","1","5.9","2.57720717384404"
"57466","morte","2003","2275","1","5.9","2.57720717384404"
"57467","campagna","2004","66453","19","7.2","2.57723891651677"
"57468","giovane","2004","66453","19","7.2","2.57723891651677"
"57469","amore","2004","20628","17","5.9","2.57721775473495"
"57470","viaggi","2004","20628","17","5.9","2.57721775473495"
"57471","viaggi","2004","112","2","5.7","2.57713189778319"
"57472","vita","2004","112","2","5.7","2.57713189778319"
"57473","vita","1999","17200","2","8.3","2.57713189778319"
"57474","droga","1999","17200","2","8.3","2.57713189778319"
"57475","sesso","1999","17200","2","8.3","2.57713189778319"
"57476","battaglia","2003","112","2","5.7","2.57715426938948"
"57477","mafia","2003","112","2","5.7","2.57715426938948"
"57478","vita","2003","112","2","5.7","2.57715426938948"
"57479","arma","2003","112","2","5.7","2.57715426938948"
"57480","banca","2003","112","2","5.7","2.57715426938948"
"57481","banca","2004","229","11","5","2.57719659295313"
"57482","amore","2004","2388","31","6.3","2.57720188339858"
"57483","spazio","2004","112","2","5.7","2.57713189778319"
"57484","universo","2004","112","2","5.7","2.57713189778319"
"57485","mare","1994","112","15","5.7","2.5772230451804"
"57486","mafia","2004","530","71","7.2","2.57721246428949"
"57487","storia","2004","530","71","7.2","2.57721246428949"
"57488","vita","2004","530","71","7.2","2.57721246428949"
"57489","potere","2004","530","71","7.2","2.57721246428949"
"57490","delitto","2004","2728","2","6.4","2.57713189778319"
"57491","amore","2004","7","2","7","2.57713189778319"
"57492","universo","2004","7","2","7","2.57713189778319"
"57493","amore","2004","20","3","6","2.57724420696223"
"57494","viaggi","1912","112","2","5.7","2.57713189778319"
"57495","danza","2004","112","2","5.7","2.57713189778319"
"57496","donne","1926","8673","1","7.3","2.57726007829859"
"57497","danza","1926","8673","1","7.3","2.57726007829859"
"57498","giovane","1926","8673","1","7.3","2.57726007829859"
"57499","viaggi","2003","6015","5","6.7","2.5771754311713"
"57500","vita","2004","164","10","5.9","2.57721246428949"
"57501","giovane","2004","164","10","5.9","2.57721246428949"
"57502","barca","1979","6954","2","5.4","2.57713189778319"
"57503","azioni","1990","81","2","6","2.57713189778319"
"57504","morti","1990","81","2","6","2.57713189778319"
"57505","vita","1999","133","2","5.5","2.57713189778319"
"57506","ballo","1999","133","2","5.5","2.57713189778319"
"57507","uomini","1994","238","2","5.6","2.57713189778319"
"57508","vecchio","1994","238","2","5.6","2.57713189778319"
"57509","vita","2004","112","2","5.7","2.57713189778319"
"57510","giovane","1998","3015","2","7.3","2.57713189778319"
"57511","passato","2004","112","2","5.7","2.57713189778319"
"57512","uomini","2002","395","2","4.9","2.57713189778319"
"57513","donne","2002","395","2","4.9","2.57713189778319"
"57514","vita","2002","395","2","4.9","2.57713189778319"
"57515","viaggi","2002","395","2","4.9","2.57713189778319"
"57516","storia","2004","112","2","5.7","2.57713189778319"
"57517","azioni","2004","112","2","5.7","2.57713189778319"
"57518","luce","2004","112","2","5.7","2.57713189778319"
"57519","amore","2004","112","2","5.7","2.57713189778319"
"57520","morte","2004","112","2","5.7","2.57713189778319"
"57521","azioni","2004","112","2","5.7","2.57713189778319"
"57522","universo","1943","9057","2","8","2.57713189778319"
"57523","azioni","2004","112","2","5.7","2.57713189778319"
"57524","azioni","1965","177","2","7.1","2.57713189778319"
"57525","spazio","2004","12","2","7.9","2.57713189778319"
"57526","ispirato a","1999","67","2","7.5","2.57713189778319"
"57527","uomini","1999","112","2","5.7","2.57713189778319"
"57528","amore","1999","112","2","5.7","2.57713189778319"
"57529","viaggi","2004","112","2","5.7","2.57713189778319"
"57530","potere","2004","112","2","5.7","2.57713189778319"
"57531","uomini","1998","112","2","5.7","2.57713189778319"
"57532","donne","1998","112","2","5.7","2.57713189778319"
"57533","luce","2004","112","2","5.7","2.57713189778319"
"57534","luce","2003","149","2","7","2.57713189778319"
"57535","giovane","1997","112","2","5.7","2.57713189778319"
"57536","amore","1997","112","2","5.7","2.57713189778319"
"57537","vita","1997","112","2","5.7","2.57713189778319"
"57538","spazio","1997","112","2","5.7","2.57713189778319"
"57539","giovane","1997","112","2","5.7","2.57713189778319"
"57540","giovane","2001","21","2","7.9","2.57713189778319"
"57541","ombra","2001","21","2","7.9","2.57713189778319"
"57542","morte","2004","112","2","5.7","2.57713189778319"
"57543","vita","2004","112","2","5.7","2.57713189778319"
"57544","storia","2004","9239","2","7.2","2.57713189778319"
"57545","vita","2002","112","3","5.7","2.57719130250767"
"57546","morte","2002","112","3","5.7","2.57719130250767"
"57547","storia","2004","19494","14","6","2.57720188339858"
"57548","campagna","2004","19494","14","6","2.57720188339858"
"57549","azioni","2004","19494","14","6","2.57720188339858"
"57550","paura","1997","26833","8","6.6","2.57720717384404"
"57551","guerra","1997","26833","8","6.6","2.57720717384404"
"57552","vita","1997","26833","8","6.6","2.57720717384404"
"57553","azioni","1997","26833","8","6.6","2.57720717384404"
"57554","giovane","1997","26833","8","6.6","2.57720717384404"
"57555","amare","1997","120166","23","5.7","2.57723362607132"
"57556","mare","1997","120166","23","5.7","2.57723362607132"
"57557","squadra","1998","86948","14","6.5","2.57718072161676"
"57558","omicidio","1998","86948","14","6.5","2.57718072161676"
"57559","guerra","1997","1225","62","7.2","2.57722833562586"
"57560","vita","1997","1225","62","7.2","2.57722833562586"
"57561","vita","1997","28517","7","4.7","2.57721246428949"
"57562","morte","1997","28517","7","4.7","2.57721246428949"
"57563","amore","1997","253725","49","7.8","2.57721246428949"
"57564","futuro","1997","253725","49","7.8","2.57721246428949"
"57565","danza","1997","253725","49","7.8","2.57721246428949"
"57566","famoso","1997","46581","13","6.4","2.57721246428949"
"57567","morte","1997","46581","13","6.4","2.57721246428949"
"57568","vecchio","1997","46581","13","6.4","2.57721246428949"
"57569","uomini","1998","1246","2","6.3","2.57713189778319"
"57570","famoso","1998","1246","2","6.3","2.57713189778319"
"57571","morte","1998","1246","2","6.3","2.57713189778319"
"57572","droga","1998","1246","2","6.3","2.57713189778319"
"57573","amore","1968","60","2","7.2","2.57713189778319"
"57574","storia","2003","2046","1","7.1","2.57715426938948"
"57575","sesso","2003","2046","1","7.1","2.57715426938948"
"57576","storia","2003","112","2","5.7","2.57713189778319"
"57577","viaggi","2003","112","2","5.7","2.57713189778319"
"57578","vecchio","1996","112","2","5.7","2.57713189778319"
"57579","sesso","1996","112","2","5.7","2.57713189778319"
"57580","donne","1982","810","2","7.1","2.57713189778319"
"57581","giovane","1982","810","2","7.1","2.57713189778319"
"57582","storia","1996","854","2","6.4","2.57713189778319"
"57583","giovane","1996","854","2","6.4","2.57713189778319"
"57584","tratto da","1996","854","2","6.4","2.57713189778319"
"57585","vita","1998","1077","2","5.4","2.57713189778319"
"57586","vita","1994","1225","2","7.3","2.57713189778319"
"57587","banda","2002","5813","1","6","2.57715426938948"
"57588","vita","2002","5813","1","6","2.57715426938948"
"57589","passato","2002","5813","1","6","2.57715426938948"
"57590","danza","2002","5813","1","6","2.57715426938948"
"57591","povero","2002","5813","1","6","2.57715426938948"
"57592","banca","2002","5813","1","6","2.57715426938948"
"57593","donne","1995","190","2","7.3","2.57713189778319"
"57594","vita","1995","190","2","7.3","2.57713189778319"
"57595","vita","2000","112","2","5.7","2.57713189778319"
"57596","storia","2004","22389","2","6.3","2.57713189778319"
"57597","storia","1998","4161","2","6.4","2.57720717384404"
"57598","vita","1998","4161","2","6.4","2.57720717384404"
"57599","mercato","1998","4161","2","6.4","2.57720717384404"
"57600","giovane","1998","4161","2","6.4","2.57720717384404"
"57601","vita","2002","998","1","6.1","2.57726007829859"
"57602","banca","2002","998","1","6.1","2.57726007829859"
"57603","vita","2004","112","16","5.7","2.57724420696223"
"57604","donne","1998","5380","9","6.3","2.57715955983494"
"57605","amore","1998","5380","9","6.3","2.57715955983494"
"57606","azioni","1998","5380","9","6.3","2.57715955983494"
"57607","battaglia","1994","6","1","5.3","2.57720717384404"
"57608","campagna","1994","6","1","5.3","2.57720717384404"
"57609","treno","1992","112","2","5.7","2.57713189778319"
"57610","banca","1984","61","2","5.7","2.57713189778319"
"57611","giovane","1984","61","2","5.7","2.57713189778319"
"57612","amore","1992","18813","16","4.6","2.57715955983494"
"57613","mare","1992","18813","16","4.6","2.57715955983494"
"57614","banca","1992","18813","16","4.6","2.57715955983494"
"57615","squadra","2004","42168","10","7.5","2.57725478785314"
"57616","impresa","2004","42168","10","7.5","2.57725478785314"
"57617","vita","2004","42168","10","7.5","2.57725478785314"
